CARRERA,PERIODO,NIVEL,PARALELO,ASIGNATURA,PRIMER_PARCIAL,SEGUNDO_PARCIAL,RECUPERACION,NOTA_FINAL,ASISTENCIA,ESTADO_FINAL
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,H,INGLES A2 (INTERMEDIO),7.41,9.3,,8.36,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,H,BASE DE DATOS,8.8,9.7,,9.25,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,H,ALGEBRA Y TRIGONOMETRIA,7.66,9.6,,8.63,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,H,METODOLOGIAS DEL DESARROLLO DE SOFTWARE,7.71,8.25,,7.98,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,H,LENGUAJE Y COMUNICACIÓN,8,10,,9,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,H,PROGRAMACION ORIENTADA A OBJETO,6.6,8,,7.3,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,PROGRAMACION DE APLICACIONES WEB,4.45,8.9,8,7.47,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,LEGISLACION INFORMATICA,4,6.15,9,7.43,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,INGLES B1.2 (SPECIFIC PURPOSE),3.94,9.58,9.4,8.34,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,ESTADISTICA DESCRIPTIVA,5.9,6.7,8,7.32,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,DIVERSIDAD Y CULTURA,9,9,,9,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,DESARROLLO DE APLICACIONES MOVILES,2.44,7.8,7,6.25,96.25,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,B,ETICA PROFESIONAL,8,9.8,,8.9,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,B,TENDENCIAS ACTUALES DE PROGRAMACION,7.4,9.61,,8.5,97.66,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,B,FUNDAMENTOS DE REDES Y CONECTIVIDAD,7.48,7.96,,7.72,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,B,EMPRENDIMIENTO,7.68,9.1,,8.39,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,B,CALIDAD DE SOFTWARE,8,8,,8,98.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,PROGRAMACION ORIENTADA A OBJETO,7.65,9.2,,8.43,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,INGLES A2 (INTERMEDIO),8.9,8.9,,8.9,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,LENGUAJE Y COMUNICACIÓN,8.36,7,,7.68,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,ALGEBRA Y TRIGONOMETRIA,8.8,8.76,,8.78,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,BASE DE DATOS,9.2,8.7,,8.95,95,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,METODOLOGIAS DEL DESARROLLO DE SOFTWARE,9.2,10,,9.6,98.44,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,C,NT-BASE DE DATOS I,9,7.2,,8.1,100,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,C,NT-MATEMÁTICAS FINANCIERAS,8.1,10,,9.05,100,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,C,NT-FUNDAMENTOS DE PROGRAMACIÓN,9.2,8.5,,8.85,100,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,C,NT-COMUNICACIÓN EN ERA DIGITAL,7.35,10,,8.68,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,PROGRAMACION DE APLICACIONES WEB,10,9.5,,9.75,95.83,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,DIVERSIDAD Y CULTURA,8,8,,8,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,ESTADISTICA DESCRIPTIVA,8.2,9.4,,8.8,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,DESARROLLO DE APLICACIONES MOVILES,6.32,9.07,,7.7,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,LEGISLACION INFORMATICA,8.2,8.8,,8.5,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,INGLES B1.2 (SPECIFIC PURPOSE),9.03,9.45,,9.24,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,BASE DE DATOS AVANZADA,6.65,7.98,,7.32,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,INGLES B1.1 (TECHNICAL),7,7.74,,7.37,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,FUNDAMENTOS DE ADMINISTRACION,7.8,8.1,,7.95,95.83,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,DISEÑO MULTIMEDIA,6.9,9.55,,8.23,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,CALCULO DIFERENCIAL E INTEGRAL,8.4,8.4,,8.4,92.19,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,PROGRAMACION VISUAL,7.9,10,,8.95,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,METODOLOGIAS DEL DESARROLLO DE SOFTWARE,5.42,2.25,0,1.53,82.81,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,LENGUAJE Y COMUNICACIÓN,7.2,0,0,1.44,100,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,BASE DE DATOS,7.55,0,,1.51,48.75,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,INGLES A2 (INTERMEDIO),7.4,4.5,0,2.38,81.25,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,PROGRAMACION ORIENTADA A OBJETO,4.9,0,,0.98,61.25,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,ALGEBRA Y TRIGONOMETRIA,7.8,0,,1.56,62.5,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,DISEÑO MULTIMEDIA,6.68,9.56,,8.12,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,BASE DE DATOS AVANZADA,6.25,7.42,8,7.53,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,CALCULO DIFERENCIAL E INTEGRAL,7.05,7.9,,7.48,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,FUNDAMENTOS DE ADMINISTRACION,7,7.2,,7.1,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,INGLES B1.1 (TECHNICAL),8.57,9.76,,9.16,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,PROGRAMACION VISUAL,6.24,4.7,8.05,7.02,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-FUNDAMENTOS DE MARKETING,0,0,,0,68.75,REPROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-EXPRESION ORAL Y ESCRITA,0,0,0,0,100,REPROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-ENTORNO EMPRESARIAL,0,0,,0,39.58,REPROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-CONTABILIDAD GENERAL,0,0,,0,62.5,REPROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,ADMINISTRACION E INNOVACION DE MODELOS DE NEGOCIOS,8.05,7,,7.53,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,DESARROLLO DE MARCA Y NUEVOS PRODUCTOS,9.18,6.76,,7.97,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,EMPRENDIMIENTO,4.05,10,,7.03,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,IMAGEN CORPORATIVA Y CREATIVA,8.35,9.82,,9.09,92.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,PROYECTO DE MARKETING 1,7,7.98,,7.49,97.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,"PUBLICIDAD, COMUNICACIÓN MEDIOS Y RELACIONES PUBLICAS",8,7.1,,7.55,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,E,COMPORTAMIENTO Y PSICOLOGIA DEL CONSUMIDOR,8.2,9.3,,8.75,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,E,MATEMATICA FINANCIERA,8,8,,8,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,E,METODOLOGIA DE LA INVESTIGACION,7.8,8.86,,8.33,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,E,METODOS ESTADISTICOS PARA LA TOMA DE DECISIONES,7.4,8.6,,8,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,E,TICS II,6.85,8.05,,7.45,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,E,INVESTIGACION DE MERCADO,7.15,9.68,,8.41,95,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,PROGRAMACION VISUAL,3.6,4.2,8,6.36,86.25,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,INGLES B1.1 (TECHNICAL),5.82,5.33,8.8,7.51,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,FUNDAMENTOS DE ADMINISTRACION,7.3,8,,7.65,75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,DISEÑO MULTIMEDIA,0.8,4.6,10,7.08,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,CALCULO DIFERENCIAL E INTEGRAL,5.9,5.16,2,3.41,81.25,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,BASE DE DATOS AVANZADA,3.6,6.13,,1.95,71.25,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,A,ALGEBRA Y TRIGONOMETRIA,9.4,9.2,,9.3,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,A,PROGRAMACION ORIENTADA A OBJETO,8.39,8,,8.2,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,A,METODOLOGIAS DEL DESARROLLO DE SOFTWARE,7.8,10,,8.9,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,A,LENGUAJE Y COMUNICACIÓN,10,9.6,,9.8,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,A,INGLES A2 (INTERMEDIO),10,8.98,,9.49,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,A,BASE DE DATOS,8.7,9.6,,9.15,97.5,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,B,ENVASE EMPAQUE Y EMBALAJE,8.72,10,,9.36,90.63,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,B,EDICION DE AUDIO Y VIDEO PREMIER,9.6,10,,9.8,95,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,B,SEMIOTICA,9.4,9,,9.2,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,B,SOFTWARE DE TRATAMIENTO DE IMAGEN,9.8,9.9,,9.85,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,B,TECNICAS DE IMPRESION,8.93,9.8,,9.37,96.88,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,C,EMPRENDIMIENTO,6.55,7.47,,7.01,87.5,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,C,DISEÑO Y PROGRAMACION WEB,9.53,7.74,,8.64,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,C,MULTIMEDIA,10,10,,10,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,C,IMAGEN COORPORTAVIA,7.6,9.8,,8.7,95.83,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,DIVERSIDAD Y CULTURA,10,10,,10,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,DESARROLLO DE APLICACIONES MOVILES,8.26,8.62,,8.44,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,LEGISLACION INFORMATICA,9.4,9.3,,9.35,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,INGLES B1.2 (SPECIFIC PURPOSE),8.28,9.52,,8.9,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,ESTADISTICA DESCRIPTIVA,9.85,10,,9.93,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,PROGRAMACION DE APLICACIONES WEB,7.99,9.11,,8.55,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,C,IMAGEN COORPORTAVIA,7.68,8.65,,8.16,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,C,EMPRENDIMIENTO,5.09,6.86,8,7.19,75.78,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,DISEÑO MULTIMEDIA,6.1,9.1,,7.6,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,FUNDAMENTOS DE ADMINISTRACION,7.7,9.4,,8.55,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,INGLES B1.1 (TECHNICAL),7.64,9.6,,8.62,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,PROGRAMACION VISUAL,5.6,6.5,9,7.82,98.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,CALCULO DIFERENCIAL E INTEGRAL,7.03,8.35,,7.69,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,BASE DE DATOS AVANZADA,0.8,6.8,7,5.72,97.5,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,CALIDAD DE SOFTWARE,8.3,9.8,,9.05,98.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,EMPRENDIMIENTO,8.85,9.84,,9.34,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,ETICA PROFESIONAL,9.2,10,,9.6,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,FUNDAMENTOS DE REDES Y CONECTIVIDAD,8.53,9.44,,8.99,95.83,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,TENDENCIAS ACTUALES DE PROGRAMACION,10,9.2,,9.6,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,CALIDAD DE SOFTWARE,8.8,8.2,,8.5,98.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,TENDENCIAS ACTUALES DE PROGRAMACION,8.8,9.6,,9.2,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,FUNDAMENTOS DE REDES Y CONECTIVIDAD,8.4,10,,9.2,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,ETICA PROFESIONAL,8.8,8.78,,8.79,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,EMPRENDIMIENTO,6.89,9.67,,8.28,95.31,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,C,NT-INGLÉS TÉCNICO 1,0,0,,0,90,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,C,NT-COMUNICACIÓN EN ERA DIGITAL,0,0,,0,62.5,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,C,NT-BASE DE DATOS I,0,0,,0,59.38,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,C,NT-FUNDAMENTOS DE PROGRAMACIÓN,0,0,,0,55.21,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,C,NT-MATEMÁTICAS FINANCIERAS,0,0,,0,21.88,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,G,ESTADISTICA DESCRIPTIVA,9.8,9.7,,9.75,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,G,DIVERSIDAD Y CULTURA,8.2,10,,9.1,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,G,DESARROLLO DE APLICACIONES MOVILES,5.44,8.7,,7.07,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,G,PROGRAMACION DE APLICACIONES WEB,6.85,9.15,,8,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,G,LEGISLACION INFORMATICA,8.6,9.2,,8.9,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,G,INGLES B1.2 (SPECIFIC PURPOSE),7.5,10,,8.75,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,D,BASE DE DATOS AVANZADA,7.45,8.9,,8.18,95,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,D,CALCULO DIFERENCIAL E INTEGRAL,7,8.1,,7.55,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,D,DISEÑO MULTIMEDIA,8.1,,,8.23,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,D,FUNDAMENTOS DE ADMINISTRACION,9.6,9.5,,9.55,95.83,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,D,INGLES B1.1 (TECHNICAL),7.97,8.69,,8.33,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,D,PROGRAMACION VISUAL,5.63,8.4,,7.02,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,D,TENDENCIAS ACTUALES DE PROGRAMACION,6.2,8.46,,7.33,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,D,FUNDAMENTOS DE REDES Y CONECTIVIDAD,8.4,10,,9.2,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,D,ETICA PROFESIONAL,7.8,7.64,,7.72,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,D,EMPRENDIMIENTO,8.33,8.56,,8.45,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,D,CALIDAD DE SOFTWARE,7.54,7.7,,7.62,88.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,F,RELACIONES PUBLICAS,7.2,8.2,,7.7,91.67,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,F,SOFTWARE DE ILUSTRACION,7.2,9.34,,8.27,95.83,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,F,DIBUJO ARTISTICO,6,7.3,9,8.06,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,F,FOTOGRAFIA,6.3,8.29,,7.3,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,F,ETICA LABORAL Y PROFESIONAL,9.2,8.85,,9.02,95.83,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,F,PSICOLOGIA DEL COLOR,8.65,10,,9.32,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,E,PROGRAMACION DE APLICACIONES WEB,8.5,7.95,,8.23,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,E,DESARROLLO DE APLICACIONES MOVILES,8,10,,9,95,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,E,DIVERSIDAD Y CULTURA,8.8,9,,8.9,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,E,ESTADISTICA DESCRIPTIVA,8.85,7.15,,8,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,E,INGLES B1.2 (SPECIFIC PURPOSE),7,9,,8,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,E,LEGISLACION INFORMATICA,8.2,9.4,,8.8,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,D,NT-METODOLOGÍA DE LA INVESTIGACIÓN,8.12,8.45,,8.29,92.5,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,D,NT-INFORMÁTICA,9.38,9.6,,9.49,98.33,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,D,NT-HISTORIA DEL ARTE Y DISEÑO,6.46,8.5,,7.48,94.74,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,D,NT-FUNDAMENTOS DEL DISEÑO,6.5,8.7,,7.6,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,D,NT-DIBUJO TÉCNICO,8.9,7.8,,8.35,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,D,NT-BASES DE LA COMUNICACIÓN,9.4,8.2,,8.8,100,APROBADO
